date,経済成長率,失業率,雇用コスト指数の伸び率,平均時給の伸び率,インフレ期待,消費者物価の上昇率,消費者物価の上昇率（食品・エネルギー除く）,卸売り物価（PPI）の上昇率,個人消費の伸び,新車販売台数(百万台),小売り在庫／販売の比率,住宅価格の上昇率（前年同月比）,新規住宅着工件数
2010/01/01,-0.05467261173666285,-1.6030130037210646,0.7328059847129529,-0.0278263807159879,1.0489871667419601,0.31449809735050477,-1.5227353841195037,0.47256898008764225,-0.278377319612715,-2.306097314353513,0.008327133956044893,-1.4154293322436147,-1.4976585675717675
2010/02/01,-0.05467261173666285,-1.6030130037210646,0.7328059847129529,-0.14040023694026482,0.7989505104447339,0.014832242906888846,-1.7156772123440382,0.5671690330760666,0.10969027821474328,-2.5723931968743146,-0.07970256786501759,-1.44513499000921,-1.4576169077610794
2010/03/01,-0.05467261173666285,-1.6480226649904095,0.7328059847129529,-0.5857167208277528,0.6454948213333662,0.10084249721869297,-1.9099685095589107,0.8722997042567635,0.1743682111859863,-1.9011248563331253,0.18438653759816792,-1.2553599312618617,-1.3517925211185466
2010/04/01,0.222835301988059,-1.6480226649904095,-0.31413371743597746,-0.14119367388259096,1.0127429396789192,0.05019341398332538,-1.9981178798721289,0.873110534323246,-0.019665587727742816,-2.047633663671559,0.2724162394192304,-1.0927504029259876,-1.494798449013861
2010/05/01,0.222835301988059,-1.512993681182374,-0.31413371743597746,-0.14198428846136033,0.33805977142856547,-0.07944021337320774,-2.118414976273821,0.7512574959296353,-0.019665587727742816,-1.7822592201906229,0.09635683577710738,-1.0438104203605552,-1.672125799604051
2010/06/01,0.222835301988059,-1.4229743586436843,-0.31413371743597746,-0.5857167208277528,-0.14201338068712432,-0.6420537423157814,-2.142159562102647,0.3507696550316355,-0.019665587727742816,-1.9812900528013249,-0.07970256786501759,-1.1531716417553644,-1.6378043769091755
2010/07/01,0.1059898646302814,-1.4229743586436843,-0.663916406441592,0.07870021684995482,-0.6541516021536947,-0.5022163501790097,-2.197823179642674,0.5405171091522736,0.045012345243500215,-1.8200382208250614,-0.16773226968608007,-1.2766383347661017,-1.6606853253724259
2010/08/01,0.1059898646302814,-1.4679840199130292,-0.663916406441592,-0.2543906117998876,-0.9254569503767427,-0.6237992144253452,-2.283059749010352,0.3876968023006934,-0.019665587727742816,-1.7896307325095377,-0.16773226968608007,-1.3976542553888212,-1.6578252068145196
2010/09/01,0.1059898646302814,-1.4679840199130292,-0.663916406441592,-0.034238913360951355,-0.7465722361450917,-0.6441258376071675,-2.3273091810585256,0.4658880044516581,-0.08434352069898586,-1.8320169283432979,-0.16773226968608007,-1.4907208584841922,-1.7064472222989264
2010/10/01,-0.04006693206694064,-1.4229743586436843,-1.346054537805667,0.18464936681484984,0.05417668970573796,-0.6132627592872868,-2.315221911638699,0.5093389861432176,0.045012345243500215,-1.6053429245366648,-0.07970256786501759,-1.5453481882161382,-1.7207478150884579
2010/11/01,-0.04006693206694064,-1.6030130037210646,-1.346054537805667,-0.6954302476958067,0.29171151318810395,-0.6656658456311701,-2.0771362492796954,0.4090194656759179,0.045012345243500215,-1.657864949808933,0.09635683577710738,-1.6253943398546586,-1.7150275779726454
2010/12/01,-0.04006693206694064,-1.3779646973743396,-1.346054537805667,-0.2564313357446383,0.7256997494396973,-0.4403315252788455,-2.059604998581351,0.5102473972978772,-0.08434352069898586,-1.5173454962296178,0.09635683577710738,-1.6214626591327517,-1.5090990418033925
2011/01/01,-0.49284300182832896,-1.2879453748356489,0.33322238417609223,0.40083733931365495,0.9767967053049251,-0.2725719414998083,-1.8654290989160582,0.4278075451916908,-0.08434352069898586,-1.4247408727232498,0.18438653759816792,-1.621132469743191,-1.6692656810461448
